,ConBase,ConStove,ConOven,ConDHW,Qheat,Qcool
2123,0.242636667,0.048,0,0.003344,0.009589141,0
2124,0.256741667,0,0,0,0.00814331,0
2125,0.202751667,0,0,0.012470333,0.006093494,0
2126,0.185441667,0,0,0.010798333,0.005233317,0
2127,0.161396667,0,0,0.034972667,0.005159581,0
2128,0.169141667,0,0,0,0.004334045,0
2129,0.191466667,0,0,0.001672,0.004714353,0
2130,0.246011667,0,0,0.005016,0.00239143,0
2131,0.186281667,0,0.025,0.020064,0.007158222,0
2132,0.208135,0,0,0.128465333,0.002970819,0
2133,0.1898,0,0,0.027518333,0.005850857,0
2134,0.171576667,0,0,0.085132667,0.007936044,0
2135,0.153661667,0,0,0.010798333,0.009622977,0
2136,0.142271667,0,0,0,0.009812605,0
2137,0.141666667,0,0,0,0.009363233,0
2138,0.141666667,0,0,0,0.009109046,0
2139,0.141666667,0,0,0,0.009333136,0
2140,0.141666667,0,0,0.001672,0.006505847,0
2141,0.141666667,0,0,0.128465333,0.001084124,0
2142,0.142156667,0,0,0.258602667,0.006341481,0
2143,0.142621667,0,0,0.130137333,0.011309194,0
2144,0.142831667,0,0,0.364496,0.002692184,0
2145,0.158511667,0,0,0.138497333,0.008056641,0
2146,0.150146667,0.024,0,0.003344,0.006047,0
2147,0.213345,0.012,0,0.066740667,0.005656016,0
2148,0.253366667,0.084,0.075,0.135153333,0.004678157,0
2149,0.238031667,0,0,0,0.003498752,0
2150,0.190751667,0,0,0.039083,0.001899976,0
2151,0.190211667,0,0,0.001672,0.002450634,0
2152,0.218401667,0,0,0,0.002063118,0
2153,0.280521667,0.156,0,0.001672,0.001006196,0
2154,0.239228333,0.036,0,0.018392,0.00167749,0
2155,0.211196667,0,0,0.003344,0.002598365,0
2156,0.19511,0,0,0.131809333,0,0
2157,0.204726667,0,0,0.133481333,0,0
2158,0.184621667,0,0,0.130137333,0.003205468,0
2159,0.142876667,0,0,0.001672,0.005219127,0
2160,0.141666667,0,0,0,0.005810034,0
2161,0.141666667,0,0,0.001672,0.006472516,0
2162,0.141666667,0,0,0,0.00795324,0
2163,0.141666667,0,0,0,0,0
2164,0.141666667,0,0,0.001672,0.003668861,0
2165,0.141666667,0,0,0.010032,0.009617735,0
2166,0.141736667,0,0,0.006688,0.008278449,0
2167,0.147186667,0,0,0.518877333,0.009593502,0
2168,0.191226667,0,0,0.130137333,0.003742448,0
2169,0.194255,0,0,0.144279667,0.00707066,0
2170,0.159061667,0,0,0.128465333,0.005042529,0
2171,0.217726667,0.012,0,0.073428667,0.006045003,0
2172,0.24556,0.12,0,0.003344,0.009265708,0
2173,0.224441667,0,0,0.155217333,0.009842956,0
2174,0.185666667,0,0,0.050020667,0.008484915,0
2175,0.187716667,0,0,0.034067,0.000726334,0
2176,0.190601667,0,0,0.140169333,0.000869875,0
2177,0.202411667,0,0,0.005016,0.005129186,0
2178,0.180298333,0,0,0.001672,0.008289497,0
2179,0.200576667,0,0,0.003344,0.007111559,0
2180,0.204471667,0,0,0.128465333,0.003046399,0
2181,0.200331667,0,0,0.329453667,0.004586816,0
2182,0.170781667,0,0,0,0.007954226,0
2183,0.152931667,0,0,0,0.005152989,0
2184,0.141666667,0,0,0,0.008971597,0
2185,0.141666667,0,0,0,0.009863746,0
2186,0.143026667,0,0,0,0.01175774,0
2187,0.141666667,0,0,0,0.006459375,0
2188,0.141666667,0,0,0.01672,0.004548023,0
2189,0.141666667,0,0,0.19019,0,0
2190,0.142586667,0,0,0.333703333,0.005354094,0
2191,0.149966667,0,0,0.140169333,0.005371624,0
2192,0.148376667,0,0,0.229412333,0.005955994,0
2193,0.157303333,0,0,0.213598,0.020263208,0
2194,0.153886667,0,0,0.256930667,0,0
2195,0.167186667,0,0,0.013376,0.016115052,0
2196,0.15627,0.192,0,0.005016,0.014065737,0
2197,0.172125,0,0,0.096697333,0.0125237,0
2198,0.17422,0,0,0.043332667,0.011048847,0
2199,0.163211667,0,0,0.010798333,0.010207628,0
2200,0.146581667,0,0,0,0.002525299,0
2201,0.147106667,0,0,0.00836,0,0
2202,0.16021,0.012,0,0.130137333,0.008083473,0
2203,0.175466667,0,0,0.135153333,0.006543904,0
2204,0.196111667,0,0,0.015048,0.004736823,0
2205,0.186221667,0,0,0.039222333,0.005016674,0
2206,0.185141667,0,0,0.010798333,0.01183229,0
2207,0.158751667,0,0,0,0.012032997,0
2208,0.151246667,0,0,0,0.01295297,0
2209,0.141666667,0,0,0,0.013346094,0
2210,0.141666667,0,0,0,0.013844385,0
2211,0.141666667,0,0,0,0.009808244,0
2212,0.141666667,0,0,0.126793333,0,0
2213,0.141666667,0,0,0.196878,0,0
2214,0.144051667,0,0,0.270306667,0.002146817,0
2215,0.146401667,0,0,0.347845667,0.016027356,0
2216,0.161803333,0,0,0.004458667,0.007346435,0
2217,0.152998333,0,0,0.116343333,0.004040653,0
